epoch,train_loss,train_acc,val_loss,val_acc
1,0.832812507947286,0.7270833333333333,0.5852606495221456,0.8916666666666667
2,0.4297509014606476,0.9333333333333333,0.3034205138683319,0.95
3,0.23616305887699127,0.9666666666666667,0.19372935295104982,0.9416666666666667
